Cluster,Sleep/L (min),Sleep/D (min),Bout number/L,Bout number/D,Average bout length/L,Average bout length/D,Total activity/L,Total activity/D,Activity/waking min/L,Activity/waking min /D,P,Latency (min)
0,-0.0625808016028411,-0.004988680027735764,0.11712088832158705,0.41689079901465154,-0.14216921447586053,-0.2735729505541771,-0.03276339602231182,-0.10699232573666488,-0.03636994950194733,-0.05691004993958135,-0.05005296285511365,-0.12013766006021026
1,0.5623236071487919,1.1228675840567421,0.06742941126110555,-0.7518447369289819,0.5535959479876874,1.1658906149899027,-0.5916013634248442,-1.0257523612741748,-0.6194936164503395,-1.0760453506884156,0.21230374067201277,-0.6336974634923157
2,-0.4584039537453174,-1.2248377873546366,-0.376444256151448,-0.24665081697971153,-0.24348176441801617,-0.5794355667979818,0.736620717605393,1.4066504202933852,0.776668856052556,1.3328975040120614,-0.10490273042129537,1.008407986277527
